"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"706666","RAJUK","Office of the Superintending Engineer (Electrical)","03 (Three) Years Servicing & Maintenance of Computers at Rajuk.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_706666.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"710843","RAJUK","Superintending Engineer (Civil Circle-4)","Repairing works of building-04 of staff quarter at sector-03, Uttara Residential Area.","AWARDED_BIDDER","M/S Britto Construction","BRITTO CONSTRUCTION","2401706.13","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_710843.pdf","1","Contract Value (Taka): 2401706.13; Name of Supplier/Contractor/Consultant: M/S Britto Construction","bid amount equals the awarded contract value as printed on the award notice"
"710843","RAJUK","Superintending Engineer (Civil Circle-4)","Repairing works of building-04 of staff quarter at sector-03, Uttara Residential Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_710843.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"713622","RAJUK","Superintending Engineer (Civil Circle-1)","Construction of Boundary Wall at RAJUK Malibagh Newly Constructed 14 Storied Officers' Quarter Area.","AWARDED_BIDDER","Donatien International","DONATIEN INTERNATIONAL","10179659.65","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_713622.pdf","1","Contract Value (Taka): 10179659.65; Name of Supplier/Contractor/Consultant: Donatien International","bid amount equals the awarded contract value as printed on the award notice"
"713622","RAJUK","Superintending Engineer (Civil Circle-1)","Construction of Boundary Wall at RAJUK Malibagh Newly Constructed 14 Storied Officers' Quarter Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_713622.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"727612","RAJUK","Superintending Engineer (Civil Circle-4)","Repairing works of building-01 of staff quarter at sector-03, Uttara Residential Area.","AWARDED_BIDDER","M/S. Khan Enterprise","KHAN ENTERPRISE","2273120.99","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_727612.pdf","1","Contract Value (Taka): 2273120.99; Name of Supplier/Contractor/Consultant: M/S. Khan Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"727612","RAJUK","Superintending Engineer (Civil Circle-4)","Repairing works of building-01 of staff quarter at sector-03, Uttara Residential Area.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_727612.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"732686","RAJUK","Uttara Apartment Project","Construction & finishing works (DBS-Wearing Course) of Roads including repairing of Footpath at sector-18, Block-A, Uttara Apartment Project.","AWARDED_BIDDER","M/S. Udayan Builders - M/S. Tanni Enterprise JV","UDAYAN BUILDERS M S TANNI ENTERPRISE JV","78671412.47","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_732686.pdf","1","Contract Value (Taka): 78671412.47; Name of Supplier/Contractor/Consultant: M/S. Udayan Builders - M/S. Tanni Enterprise JV ( JVCA Partners [Business Share]: M/S Udayan Builders [75.000%] , M/S. TANNI ENTERPRISE [25.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"732686","RAJUK","Uttara Apartment Project","Construction & finishing works (DBS-Wearing Course) of Roads including repairing of Footpath at sector-18, Block-A, Uttara Apartment Project.","JV_PARTNER_OF_WINNER","M/S Udayan Builders","UDAYAN BUILDERS","59003559.35","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","75.000","","Tender_732686.pdf","1","JVCA Partners [Business Share]: M/S Udayan Builders [75.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"732686","RAJUK","Uttara Apartment Project","Construction & finishing works (DBS-Wearing Course) of Roads including repairing of Footpath at sector-18, Block-A, Uttara Apartment Project.","JV_PARTNER_OF_WINNER","M/S. TANNI ENTERPRISE","TANNI ENTERPRISE","19667853.12","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","25.000","","Tender_732686.pdf","1","JVCA Partners [Business Share]: M/S. TANNI ENTERPRISE [25.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"737121","RAJUK","Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.","Supply, Installation, Testing & Commissioning of 02 (Two) Numbers 800 kg (10 Passengers) Lift for Thirteen Storied Apartment Building including one basement at Dhanmondi R/A, Road No Old-21, New 11/A, Plot No. Olld-226, New- 90. (Building-8)","AWARDED_BIDDER","Concept Elevators & Engineering Ltd.","CONCEPT ELEVATORS ENGINEERING LTD","14050000.78","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_737121.pdf","1","Contract Value (Taka): 14050000.78; Name of Supplier/Contractor/Consultant: Concept Elevators & Engineering Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"747343","RAJUK","Office of the Superintending Engineer (Mechanical)","Supply and fixing of 09 (Nine) nos. New tyre ( with tube & flap) for RAJUK wheel excavator no -02","AWARDED_BIDDER","MULTITRADE INTERNATIONAL","MULTITRADE INTERNATIONAL","795600.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_747343.pdf","1","Contract Value (Taka): 795600.01; Name of Supplier/Contractor/Consultant: MULTITRADE INTERNATIONAL","bid amount equals the awarded contract value as printed on the award notice"
"747837","RAJUK","Uttara Apartment Project","Construction of Children's Park of Uttara Apartment Project, Block-A, Sector-18, Uttara, Dhaka.","AWARDED_BIDDER","M/S. AMIN TRADING CORPORATION","AMIN TRADING CORPORATION","25461859.45","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_747837.pdf","1","Contract Value (Taka): 25461859.45; Name of Supplier/Contractor/Consultant: M/S. AMIN TRADING CORPORATION","bid amount equals the awarded contract value as printed on the award notice"
"747837","RAJUK","Uttara Apartment Project","Construction of Children's Park of Uttara Apartment Project, Block-A, Sector-18, Uttara, Dhaka.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_747837.pdf","1","Received: 6; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"752801","RAJUK","Uttara Lake Development Project","Lake Excavation, Sludge Removal, Slope Protection and walk way construction work at Uttara Lake.","AWARDED_BIDDER","M/s. Udayan Builders (JV)","UDAYAN BUILDERS","452992528.20","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_752801.pdf","1","Contract Value (Taka): 452992528.20; Name of Supplier/Contractor/Consultant: M/s. Udayan Builders (JV) ( JVCA Partners [Business Share]: M/S Udayan Builders [51.000%] , Starlite Services Limited [49.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"752801","RAJUK","Uttara Lake Development Project","Lake Excavation, Sludge Removal, Slope Protection and walk way construction work at Uttara Lake.","JV_PARTNER_OF_WINNER","M/S Udayan Builders","UDAYAN BUILDERS","231026189.38","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","51.000","","Tender_752801.pdf","1","JVCA Partners [Business Share]: M/S Udayan Builders [51.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"752801","RAJUK","Uttara Lake Development Project","Lake Excavation, Sludge Removal, Slope Protection and walk way construction work at Uttara Lake.","JV_PARTNER_OF_WINNER","Starlite Services Limited","STARLITE SERVICES LTD","221966338.82","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","49.000","","Tender_752801.pdf","1","JVCA Partners [Business Share]: Starlite Services Limited [49.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"752801","RAJUK","Uttara Lake Development Project","Lake Excavation, Sludge Removal, Slope Protection and walk way construction work at Uttara Lake.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_752801.pdf","1","Received: 6; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"755274","RAJUK","Office of the Superintending Engineer (Electrical)","Electrical Work of Common Toilet at Rajuk Annex Building.","AWARDED_BIDDER","T.S Enterprise","T S ENTERPRISE","751429.80","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_755274.pdf","1","Contract Value (Taka): 751429.80; Name of Supplier/Contractor/Consultant: T.S Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"755479","RAJUK","Office of the Superintending Engineer (Mechanical)","supply and fitting fixing of 09 (nine) nos new tyre (with tube and flap) for rajuk wheel excavator no -03.","AWARDED_BIDDER","M/S. Maliha Enterprise","MALIHA ENTERPRISE","648090.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_755479.pdf","1","Contract Value (Taka): 648090.01; Name of Supplier/Contractor/Consultant: M/S. Maliha Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"756104","RAJUK","Office of the Superintending Engineer (Mechanical)","supply and fitting fixing of 05(five) nos new tyre (with tube and flap) for rajuk pay- loader no -02.","AWARDED_BIDDER","Aliza Enterprise","ALIZA ENTERPRISE","833300.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_756104.pdf","1","Contract Value (Taka): 833300.01; Name of Supplier/Contractor/Consultant: Aliza Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"770669","RAJUK","Uttara Apartment Project","Supply, Installation, Testing and Commissioning of VRF Air Conditioning System for Central Mosque under the Project of ""Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector-18, Block-A, Uttara ,Dhaka"".","AWARDED_BIDDER","MEP ENGINEERING POINT","MEP ENGINEERING POINT","32168480.56","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_770669.pdf","1","Contract Value (Taka): 32168480.56; Name of Supplier/Contractor/Consultant: MEP ENGINEERING POINT","bid amount equals the awarded contract value as printed on the award notice"
"775307","RAJUK","Uttara Apartment Project","Maintenance works of 79 no's 16 storied Apartment Building with internal Sanitary, Water supply, Fire fighting, Gas Connection, Electrification and other ancillary works of Uttara Apartment Project at Block ""A"", Sector-18, Uttara, Dhaka (Lot-01, Civi","AWARDED_BIDDER","SSL-CONVOY JV","SSL CONVOY JV","53908596.90","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_775307.pdf","1","Contract Value (Taka): 53908596.90; Name of Supplier/Contractor/Consultant: SSL-CONVOY JV ( JVCA Partners [Business Share]: CONVOY SERVICE [30.000%] , Starlite Services Limited [70.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"775307","RAJUK","Uttara Apartment Project","Maintenance works of 79 no's 16 storied Apartment Building with internal Sanitary, Water supply, Fire fighting, Gas Connection, Electrification and other ancillary works of Uttara Apartment Project at Block ""A"", Sector-18, Uttara, Dhaka (Lot-01, Civi","JV_PARTNER_OF_WINNER","CONVOY SERVICE","CONVOY SERVICE","16172579.07","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","30.000","","Tender_775307.pdf","1","JVCA Partners [Business Share]: CONVOY SERVICE [30.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"775307","RAJUK","Uttara Apartment Project","Maintenance works of 79 no's 16 storied Apartment Building with internal Sanitary, Water supply, Fire fighting, Gas Connection, Electrification and other ancillary works of Uttara Apartment Project at Block ""A"", Sector-18, Uttara, Dhaka (Lot-01, Civi","JV_PARTNER_OF_WINNER","Starlite Services Limited","STARLITE SERVICES LTD","37736017.83","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","70.000","","Tender_775307.pdf","1","JVCA Partners [Business Share]: Starlite Services Limited [70.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
